x,y,lat,lon,url1,url2,url3,url4,id
2684200.949479544,1248217.7683016916,47.37941330355152,8.553631812881294,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.37941330355152%2C+8.553631812881294&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.37941330355152%2C+8.553631812881294&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.37941330355152%2C+8.553631812881294&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.37941330355152%2C+8.553631812881294&heading=270&size=640x640&fov=120&pitch=0,0000
2684169.690149495,1245414.0904065524,47.35420278619558,8.55269086528208,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.35420278619558%2C+8.55269086528208&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.35420278619558%2C+8.55269086528208&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.35420278619558%2C+8.55269086528208&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.35420278619558%2C+8.55269086528208&heading=270&size=640x640&fov=120&pitch=0,0001
2684124.7787954286,1245558.898681834,47.35551083858614,8.552123696518183,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.35551083858614%2C+8.552123696518183&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.35551083858614%2C+8.552123696518183&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.35551083858614%2C+8.552123696518183&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.35551083858614%2C+8.552123696518183&heading=270&size=640x640&fov=120&pitch=0,0002
2684705.069197633,1245080.381773302,47.35113303241371,8.5597130518002,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.35113303241371%2C+8.5597130518002&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.35113303241371%2C+8.5597130518002&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.35113303241371%2C+8.5597130518002&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.35113303241371%2C+8.5597130518002&heading=270&size=640x640&fov=120&pitch=0,0003
2684118.809442768,1249244.383386332,47.38865647649207,8.552737244246593,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.38865647649207%2C+8.552737244246593&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.38865647649207%2C+8.552737244246593&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.38865647649207%2C+8.552737244246593&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.38865647649207%2C+8.552737244246593&heading=270&size=640x640&fov=120&pitch=0,0004
2684145.71486245,1249114.0314357425,47.38748074467149,8.553069028016425,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.38748074467149%2C+8.553069028016425&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.38748074467149%2C+8.553069028016425&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.38748074467149%2C+8.553069028016425&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.38748074467149%2C+8.553069028016425&heading=270&size=640x640&fov=120&pitch=0,0005
2683926.641848687,1248863.8337462794,47.38525858280007,8.550121033231003,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.38525858280007%2C+8.550121033231003&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.38525858280007%2C+8.550121033231003&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.38525858280007%2C+8.550121033231003&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.38525858280007%2C+8.550121033231003&heading=270&size=640x640&fov=120&pitch=0,0006
2683942.7180845244,1248767.620009183,47.38439125324086,8.550315862408683,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.38439125324086%2C+8.550315862408683&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.38439125324086%2C+8.550315862408683&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.38439125324086%2C+8.550315862408683&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.38439125324086%2C+8.550315862408683&heading=270&size=640x640&fov=120&pitch=0,0007
2684151.063967416,1248228.3689436195,47.37951501197525,8.55297330059269,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.37951501197525%2C+8.55297330059269&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.37951501197525%2C+8.55297330059269&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.37951501197525%2C+8.55297330059269&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.37951501197525%2C+8.55297330059269&heading=270&size=640x640&fov=120&pitch=0,0008
2684137.2702045934,1248545.0843336578,47.382365099949396,8.552850212640095,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.382365099949396%2C+8.552850212640095&heading=0&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.382365099949396%2C+8.552850212640095&heading=90&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.382365099949396%2C+8.552850212640095&heading=180&size=640x640&fov=120&pitch=0,https://maps.googleapis.com/maps/api/streetview?key=AIzaSyCxniSLZhmoacdKHKB2IeMfJ189XD0jOEw&location=47.382365099949396%2C+8.552850212640095&heading=270&size=640x640&fov=120&pitch=0,0009
